"Weekly Lyme Disease Cases, 2006-2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data provided by Project Tycho, Data Version 1.0.0, released 28 November 2013.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEAR,WEEK,ALABAMA,ALASKA,AMERICAN SAMOA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,GUAM,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NEW YORK CITY,NORTH CAROLINA,NORTH DAKOTA,NORTHERN MARIANA ISLANDS,OHIO,OKLAHOMA,OREGON,PAC TRUST TERR,PENNSYLVANIA,PUERTO RICO,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UPSTATE NEW YORK,UTAH,VERMONT,VIRGIN ISLANDS,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
2009,43,-,-,-,-,-,5,-,-,4,-,13,1,-,-,-,-,-,-,-,-,-,12,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,86,-,-,-,-,-,-,70,-,1,-,22,-,-,-,-
2009,44,-,-,-,-,-,6,-,-,2,-,7,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,87,-,-,2,-,1,-,51,-,-,-,3,-,-,1,-
2009,45,-,-,-,-,-,2,-,-,1,-,3,1,-,-,1,-,-,-,-,-,-,17,25,-,1,4,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,87,-,1,-,2,3,-,-,-
2009,46,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,28,16,-,-,6,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,46,-,1,-,2,1,-,-,-
2009,47,-,-,-,-,-,1,-,-,3,-,5,-,-,-,-,-,-,-,-,-,-,-,6,1,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,1,-,38,-,2,-,2,1,-,-,-
2009,48,-,-,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,2,21,-,-,12,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,87,-,-,-,-,-,-,114,-,2,-,8,-,-,12,-
2009,49,-,-,-,-,-,5,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,19,5,-,-,7,-,-,-,-,-,-,-,-,-,-,3,-,-,1,-,-,-,86,-,-,-,-,-,2,37,-,1,-,17,-,2,2,-
2009,50,-,-,-,-,-,6,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,5,4,-,-,24,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,78,-,-,-,-,1,2,54,-,-,-,12,-,-,-,-
2009,51,-,-,-,-,-,2,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,13,3,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,69,-,2,-,1,-,-,-,-
2009,52,-,-,-,-,-,7,-,-,1,-,10,-,-,-,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,48,-,-,-,6,-,-,-,-
2010,1,-,-,-,-,-,-,-,-,4,-,3,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-
2010,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,2,-,3,-,2,-,4,-,-,-,-
2010,3,-,-,-,-,-,2,-,-,2,-,3,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,11,-,-,-,2,-,-,-,-
2010,4,-,-,-,-,-,3,-,-,7,-,1,-,-,-,-,-,-,-,-,1,-,1,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,10,-,-,-,-,-,-,22,-,-,-,1,-,-,-,-
2010,5,-,-,-,-,-,-,-,-,6,-,1,-,-,-,-,-,-,-,-,-,-,4,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,13,-,-,-,-,-,-,12,-,-,-,-,-,1,2,-
2010,6,-,-,-,-,-,8,-,-,2,-,2,-,-,-,-,-,1,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,17,-,-,-,-,-,-,2,-
2010,7,-,-,-,-,-,5,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,6,-,-,-,-,-,-,20,-,-,-,2,-,-,-,-
2010,8,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,9,-,-,-,-,-,-,26,-,-,-,1,-,-,-,-
2010,9,-,-,-,-,-,4,-,-,6,-,2,-,-,-,-,-,-,-,-,-,-,4,7,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,12,-,-,-,-,-,-,12,-,-,-,3,-,-,-,-
2010,10,-,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,1,-,-,-,11,-,-,-,-,-,-,16,-,1,-,7,-,-,-,-
2010,11,-,-,-,-,-,5,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,15,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,3,-,-,-,-,-,-,14,-,-,-,16,-,-,-,-
2010,12,-,-,-,-,-,1,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,8,5,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,1,33,-,3,-,8,-,6,-,-
2010,13,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,5,4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,1,33,-,-,-,2,-,-,-,-
2010,14,-,-,-,-,-,3,-,-,5,-,3,-,-,-,-,-,-,-,-,-,-,4,4,-,-,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,14,-,-,1,-,-,-,31,-,-,-,7,-,-,-,-
2010,15,-,-,-,-,-,5,-,-,4,-,1,-,-,-,-,-,-,-,-,-,-,4,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,20,-,-,-,-,-,-,32,-,-,-,8,-,-,-,-
2010,16,-,-,-,-,-,2,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,17,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,1,-,-,-,29,-,-,-,7,-,-,-,-
2010,17,-,-,-,-,-,6,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,4,7,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,12,-,-,-,-,-,1,24,-,1,-,5,-,-,-,-
2010,18,-,-,-,-,-,1,-,-,4,-,1,-,-,-,-,-,-,-,-,-,-,21,9,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,10,-,2,-,-,1,-,28,-,-,-,6,1,3,-,-
2010,19,-,-,-,-,-,5,-,-,2,-,3,-,-,-,-,-,-,-,1,-,-,11,15,-,-,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,2,38,-,3,-,7,1,-,-,-
2010,20,-,-,-,-,-,2,-,2,2,-,1,-,-,-,-,-,-,-,-,-,-,29,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,55,-,1,-,6,-,-,-,-
2010,21,-,-,-,-,-,2,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,4,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,1,63,-,2,-,4,-,-,-,-
2010,22,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,17,-,-,-,-,-,-,-,-,5,-,-,-,1,-,-,-,-,-,-,-,25,-,1,-,-,1,2,24,-,6,-,8,-,-,-,-
2010,23,-,-,-,1,-,3,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,8,10,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,70,-,-,1,-,1,-,116,-,-,-,34,-,-,1,-
2010,24,-,-,-,-,-,4,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,28,-,-,1,-,1,3,79,-,9,-,32,2,-,2,-
2010,25,-,-,-,-,-,5,-,-,10,-,1,-,-,-,-,-,-,-,-,-,-,13,50,-,3,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,1,-,66,-,-,1,-,1,-,76,-,6,-,15,1,-,4,-
2010,26,-,-,-,-,-,-,-,-,11,-,6,-,-,-,-,-,-,-,-,-,-,24,40,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,-,-,-,121,-,-,-,-,1,-,129,-,15,-,18,-,-,2,-
2010,27,-,-,-,-,-,1,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,19,17,-,-,-,-,-,-,1,-,4,1,-,-,-,-,2,-,-,-,-,-,75,-,1,-,-,-,-,72,-,6,-,-,-,-,-,-
2010,28,-,-,-,-,-,4,-,-,10,-,7,-,-,-,1,-,-,-,-,-,-,12,44,1,2,-,-,-,-,2,-,6,-,-,-,-,-,-,-,2,-,-,-,105,-,-,-,-,-,-,204,-,14,-,40,1,-,-,-
2010,29,-,-,-,-,-,4,-,4,4,-,-,1,-,-,-,-,-,-,-,-,-,48,27,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,-,-,-,-,-,-,188,-,8,-,13,-,3,1,-
2010,30,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,18,-,1,-,-,-,-,2,-,3,-,-,-,-,-,1,-,2,-,1,-,68,-,-,-,-,-,-,142,-,11,-,42,1,29,-,-
2010,31,-,-,-,-,-,4,-,-,5,-,6,-,-,-,1,-,-,-,-,-,-,21,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,-,6,-,-,-,-,137,-,10,-,31,-,-,-,-
2010,32,-,-,-,-,-,8,-,-,4,-,2,-,-,-,-,-,-,-,-,-,-,-,18,1,-,-,-,-,-,1,-,-,1,-,-,-,6,-,-,-,-,-,-,66,-,-,-,-,-,1,101,-,7,-,29,1,8,1,-
2010,33,-,-,-,-,-,2,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,49,41,2,-,-,-,-,-,-,-,1,-,-,-,-,2,4,-,1,-,-,-,53,-,-,-,-,-,1,100,-,5,-,35,-,10,-,-
2010,34,-,-,-,-,-,7,1,2,7,-,3,-,-,-,-,-,-,-,-,-,-,60,7,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,40,-,-,2,-,-,-,95,-,-,-,18,1,-,1,-
2010,35,-,-,-,-,-,5,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,7,5,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,3,-,1,-,58,-,-,-,-,-,1,74,-,-,-,37,-,-,-,-
2010,36,-,-,-,-,-,2,-,4,-,-,6,-,-,-,-,-,-,-,-,-,-,58,8,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,43,-,-,-,-,-,2,72,-,-,-,22,-,-,-,-
2010,37,-,-,-,-,-,5,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,28,12,1,1,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,35,-,-,-,-,-,3,90,-,1,-,74,-,-,-,-
2010,38,-,-,-,-,-,9,-,1,4,-,1,-,-,-,-,-,-,-,-,-,-,36,24,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,1,-,-,-,33,-,-,-,-,-,-,55,-,-,-,24,-,-,-,-
2010,39,-,-,-,-,-,5,-,-,4,-,6,-,-,-,-,-,-,-,-,-,-,18,47,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,1,85,-,-,-,4,2,-,-,-
2010,40,-,-,-,-,-,4,-,-,2,-,3,-,-,-,-,-,-,-,-,-,-,11,56,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,29,-,-,-,-,-,-,50,-,-,-,20,-,10,-,-
2010,41,-,-,-,-,-,3,-,5,2,-,1,-,-,-,-,-,-,-,-,-,-,20,95,-,2,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,24,-,1,-,-,-,1,66,-,1,-,17,-,6,-,-
2010,42,-,-,-,-,-,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,12,18,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,24,-,-,-,-,-,2,61,-,3,-,18,4,-,1,-
2010,43,-,-,-,-,-,3,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,17,11,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,31,-,-,-,-,-,3,32,-,-,-,7,-,-,-,-
2010,44,-,-,-,-,-,6,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,15,9,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,23,-,-,-,-,-,1,51,-,1,-,11,1,1,1,-
2010,45,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,10,-,-,1,-,-,1,40,-,1,-,14,-,1,2,-
2010,46,-,-,-,-,-,3,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,8,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,1,33,-,-,-,26,-,-,1,-
2010,47,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,31,-,-,-,6,-,-,-,-
2010,48,-,-,-,-,-,3,-,-,2,-,3,-,-,-,-,-,-,-,-,-,-,25,9,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,7,-,-,-,21,-,-,-,-,-,-,38,-,2,-,19,-,-,-,-
2010,49,-,-,-,-,-,1,-,-,1,-,5,-,-,-,-,-,-,-,-,-,-,14,-,2,-,-,-,-,-,-,-,-,-,-,-,-,4,5,-,-,-,-,-,15,-,-,-,-,-,1,24,-,1,-,13,1,-,1,-
2010,50,-,-,-,-,-,3,-,-,6,-,2,-,-,-,-,-,-,-,-,-,-,14,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,18,-,-,-,-,-,-,36,-,-,-,14,-,-,-,-
2010,51,-,-,-,-,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,13,1,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,2,-,-,-,15,-,-,-,-,-,5,35,-,-,-,15,-,11,-,-
2010,52,-,-,-,-,-,5,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,10,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,4,-,-,-,-,-,3,23,-,-,-,9,-,-,-,-
2011,1,-,-,-,-,-,3,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,1,-,-,-,6,-,-,-,-
2011,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,1,-,-,-,5,-,-,-,-
2011,3,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,6,-,-,-,8,-,-,-,-
2011,4,-,-,-,-,-,-,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,17,-,-,-,-,-,-,11,-,-,-,1,-,-,-,-
2011,5,-,-,-,-,-,4,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,7,-,-,-,6,-,-,-,-
2011,6,-,-,-,-,-,5,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,14,-,-,-,4,-,-,-,-
2011,7,-,-,-,-,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,18,-,-,-,2,-,-,-,-
2011,8,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,1,-,10,-,-,-,7,-,-,-,-
2011,9,-,-,-,-,-,3,-,-,2,-,5,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,1,6,-,-,-,9,-,-,-,-
2011,10,-,-,-,-,-,1,-,-,3,-,5,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,13,-,-,-,11,-,-,-,-
2011,11,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,1,8,-,-,-,3,-,-,-,-
2011,12,-,-,-,-,-,-,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,1,-,24,-,-,-,7,-,-,-,-
2011,13,-,-,-,-,-,2,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,11,-,-,-,-,-,-,13,-,-,-,2,-,-,-,-
2011,14,-,-,-,-,-,1,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,12,-,-,-,-,-,1,15,-,-,-,7,-,-,-,-
2011,15,-,-,-,-,-,-,-,-,3,-,4,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,17,-,-,-,-,-,-,28,-,-,-,9,-,-,-,-
2011,16,-,-,-,-,-,2,-,-,2,1,3,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,11,-,-,-,-,-,-,12,-,-,-,9,-,-,-,-
2011,17,-,-,-,-,-,2,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,16,-,-,-,-,-,1,20,-,-,-,4,-,-,-,-
2011,18,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-
2011,19,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,23,-,-,-,5,-,-,1,-
2011,20,-,-,-,-,-,4,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,-,-,-,-,-,-,27,-,-,-,17,-,-,2,-
2011,21,-,-,-,-,-,-,-,-,5,-,2,-,-,-,-,-,-,-,-,-,-,1,10,-,1,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,42,-,-,-,12,-,-,1,-
2011,22,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,91,-,-,-,-,-,-,34,-,4,-,6,-,1,1,-
2011,23,-,-,-,-,-,1,-,2,7,-,4,-,-,-,-,-,-,-,-,-,-,2,12,-,1,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,118,-,-,-,-,1,1,56,-,5,-,16,-,-,4,-
2011,24,-,-,-,-,-,2,-,-,7,-,6,-,-,-,-,-,-,-,-,-,-,3,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,-,-,-,-,-,-,114,-,2,-,11,-,2,-,-
2011,25,-,-,-,-,-,2,-,5,-,-,2,-,-,-,-,-,-,-,-,-,-,-,18,-,1,-,-,-,-,1,-,2,5,-,-,-,-,-,-,-,-,-,-,177,-,-,-,-,-,-,122,-,1,-,25,-,-,-,-
2011,26,-,-,-,-,-,-,-,-,2,-,5,-,-,-,-,-,-,-,-,-,-,1,20,-,-,-,-,-,-,-,-,-,234,-,-,-,5,-,-,-,-,-,-,175,-,-,-,-,1,-,127,-,4,-,12,-,-,-,-
2011,27,1,-,-,-,-,2,-,5,9,-,3,-,-,-,-,-,-,-,-,-,-,1,16,-,1,-,-,-,-,2,-,-,28,-,-,-,-,-,-,-,-,-,-,207,-,-,-,-,1,-,170,-,-,-,20,-,3,-,-
2011,28,-,-,-,-,-,-,-,-,6,-,7,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,1,-,-,-,148,-,-,-,-,-,-,1,-,-,-,226,-,27,-,-,-,-,202,-,16,-,44,-,-,-,-
2011,29,-,-,-,-,-,1,-,-,11,-,2,1,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,2,-,-,214,-,-,-,1,-,-,3,-,-,-,215,-,9,-,-,-,1,217,-,14,-,42,-,12,-,-
2011,30,-,-,-,-,-,1,-,-,2,1,5,1,-,-,-,-,-,-,-,-,-,-,16,1,1,-,-,-,-,-,-,-,126,-,-,-,-,-,-,1,-,-,-,169,-,-,-,-,1,-,178,-,18,-,3,4,-,-,-
2011,31,-,-,-,-,-,3,-,-,-,-,6,2,-,-,1,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,1,-,57,-,-,-,1,-,-,3,-,-,-,148,-,-,-,-,2,-,197,-,4,-,14,-,4,-,-
2011,32,-,-,-,-,-,2,-,-,5,-,11,-,-,-,-,-,-,-,-,-,-,1,24,-,-,-,-,-,-,-,1,-,111,-,-,-,-,-,-,1,-,-,-,164,-,-,1,-,-,1,139,-,7,-,20,2,-,-,1
2011,33,-,-,-,-,-,2,-,-,3,-,4,2,-,-,-,-,-,-,-,-,-,3,14,-,2,-,-,-,1,-,-,2,119,-,-,-,-,-,-,-,-,-,-,148,-,6,-,-,2,-,215,-,1,-,25,-,-,-,-
2011,34,-,-,-,-,-,3,-,-,4,-,7,-,-,-,-,-,-,-,-,-,-,-,23,-,1,-,-,-,-,1,-,1,90,-,-,-,8,-,-,-,-,-,-,117,-,8,-,-,1,-,142,-,6,-,12,-,1,-,-
2011,35,-,-,-,-,-,-,-,-,2,-,5,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,-,2,-,-,-,118,-,1,-,-,-,-,111,-,2,-,1,-,-,-,-
2011,36,-,-,-,1,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,5,-,1,-,-,-,2,-,-,-,52,-,-,-,2,-,-,1,-,-,-,88,-,-,1,-,1,1,115,-,-,-,7,-,-,-,-
2011,37,-,-,-,-,-,-,-,-,2,-,4,-,-,-,-,-,-,-,-,-,-,1,102,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,143,-,7,-,7,-,-,-,-
2011,38,-,-,-,-,-,4,-,-,8,-,6,-,-,-,-,-,-,-,-,-,-,-,12,-,2,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,101,-,-,1,-,-,-,138,-,1,-,9,-,6,-,-
2011,39,-,-,-,-,-,4,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,7,-,1,-,-,-,-,-,-,-,107,-,-,-,-,-,-,-,-,-,-,106,-,-,-,-,-,-,72,-,2,-,6,-,13,-,-
2011,40,-,-,-,-,-,1,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,7,1,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,1,-,108,-,-,-,-,-,-,143,-,-,-,4,-,-,-,-
2011,41,-,-,-,-,-,2,-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,1,41,1,1,-,-,-,-,-,-,-,90,-,-,-,-,7,-,-,-,-,-,97,-,-,1,-,-,-,60,-,-,-,4,-,-,-,-
2011,42,-,-,-,-,-,1,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,17,-,1,-,-,-,-,-,-,-,71,-,-,-,3,9,-,-,-,-,-,112,-,-,-,-,-,-,80,-,4,-,2,-,5,-,-
2011,43,-,-,-,-,-,-,-,1,3,-,6,-,-,-,1,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,86,-,-,-,-,1,-,-,-,-,-,116,-,-,-,-,-,-,102,-,2,-,22,6,-,-,-
2011,44,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,7,1,-,-,-,-,-,-,-,-,69,-,-,-,12,-,-,-,-,-,-,105,-,6,-,-,1,-,95,-,1,-,14,-,1,-,-
2011,45,-,-,-,-,-,-,-,-,5,1,3,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,88,-,-,-,-,-,1,35,-,-,-,6,1,3,1,-
2011,46,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,1,-,-,-,100,-,-,-,-,1,-,92,-,-,-,1,-,-,1,-
